overlay	section	section_name	canonical_id	origin	severity	title	source_report
XAR11	S11	Media Detection / Resolution	S11-08	baseline		HLS rendition parsing omits valid alternative-video relationships	XDM_ANDROID_BUG_HUNT_S11_MEDIA_DETECTION_RESOLUTION_AUDIT.md
XAR11	S11	Media Detection / Resolution	S11-09	baseline		Large or ambiguous transport segments can escape fragment filtering and appear as standalone media	XDM_ANDROID_BUG_HUNT_S11_MEDIA_DETECTION_RESOLUTION_AUDIT.md
XAR11	S11	Media Detection / Resolution	S11-10	baseline		Logical HLS segment attribution is heuristic and can attach evidence to the wrong capture	XDM_ANDROID_BUG_HUNT_S11_MEDIA_DETECTION_RESOLUTION_AUDIT.md
XAR11	S11	Media Detection / Resolution	S11-11	baseline		Resolver UI can remain “Ready” after manifest metadata has expired	XDM_ANDROID_BUG_HUNT_S11_MEDIA_DETECTION_RESOLUTION_AUDIT.md
XAR11	S11	Media Detection / Resolution	S11-12	baseline		DASH XML hardening silently ignores parser-feature failures	XDM_ANDROID_BUG_HUNT_S11_MEDIA_DETECTION_RESOLUTION_AUDIT.md
XAR11	S11	Media Detection / Resolution	S11-13	baseline		HLS subtitle MIME/track semantics are flattened enough to mislead diagnostics and selection	XDM_ANDROID_BUG_HUNT_S11_MEDIA_DETECTION_RESOLUTION_AUDIT.md
XAR11	S11	Media Detection / Resolution	S11-14	baseline		S11 test coverage is substantial but misses the format-boundary cases carrying the highest risk	XDM_ANDROID_BUG_HUNT_S11_MEDIA_DETECTION_RESOLUTION_AUDIT.md
XAR12	S12	Media Execution / Post-processing	S12-01	baseline		Managed Termux process controls reject the legitimately owned child	XDM_ANDROID_BUG_HUNT_S12_MEDIA_EXECUTION_POSTPROCESSING_AUDIT.md
XAR12	S12	Media Execution / Post-processing	S12-02	baseline		Native-HLS cancellation can race after destination commit and orphan a completed artifact	XDM_ANDROID_BUG_HUNT_S12_MEDIA_EXECUTION_POSTPROCESSING_AUDIT.md
XAR12	S12	Media Execution / Post-processing	S12-03	baseline		Embedded FFmpeg bypasses XDM's per-hop network security boundary	XDM_ANDROID_BUG_HUNT_S12_MEDIA_EXECUTION_POSTPROCESSING_AUDIT.md
XAR12	S12	Media Execution / Post-processing	S12-04	baseline		Termux FFmpeg fallback can cross DNS/redirect/private-network boundaries that eligibility never checks	XDM_ANDROID_BUG_HUNT_S12_MEDIA_EXECUTION_POSTPROCESSING_AUDIT.md
XAR12	S12	Media Execution / Post-processing	S12-05	baseline		Native HLS buffers entire remote manifests, segments, maps, and keys in heap without a size cap	XDM_ANDROID_BUG_HUNT_S12_MEDIA_EXECUTION_POSTPROCESSING_AUDIT.md
XAR12	S12	Media Execution / Post-processing	S12-06	baseline		Native-HLS pause/cancel no longer cancels the OkHttp call after response headers arrive	XDM_ANDROID_BUG_HUNT_S12_MEDIA_EXECUTION_POSTPROCESSING_AUDIT.md
XAR12	S12	Media Execution / Post-processing	S12-07	baseline		Termux bridge artifacts are deliberately published in shared Downloads while still transient	XDM_ANDROID_BUG_HUNT_S12_MEDIA_EXECUTION_POSTPROCESSING_AUDIT.md
XAR12	S12	Media Execution / Post-processing	S12-08	baseline		Native HLS accepts any HTTP 206 for a byte-range request without validating `Content-Range`	XDM_ANDROID_BUG_HUNT_S12_MEDIA_EXECUTION_POSTPROCESSING_AUDIT.md
XAR12	S12	Media Execution / Post-processing	S12-09	baseline		Termux output verification is weaker than embedded verification and can silently lose selected streams	XDM_ANDROID_BUG_HUNT_S12_MEDIA_EXECUTION_POSTPROCESSING_AUDIT.md
XAR12	S12	Media Execution / Post-processing	S12-10	baseline		Embedded FFmpeg data-plane operations have no XDM-enforced wall-clock timeout	XDM_ANDROID_BUG_HUNT_S12_MEDIA_EXECUTION_POSTPROCESSING_AUDIT.md
XAR12	S12	Media Execution / Post-processing	S12-11	baseline		FFmpeg verification treats a missing probed duration as valid even when duration is expected	XDM_ANDROID_BUG_HUNT_S12_MEDIA_EXECUTION_POSTPROCESSING_AUDIT.md
XAR12	S12	Media Execution / Post-processing	S12-12	baseline		The advertised media retry/backoff policy is not the production retry mechanism	XDM_ANDROID_BUG_HUNT_S12_MEDIA_EXECUTION_POSTPROCESSING_AUDIT.md
XAR12	S12	Media Execution / Post-processing	S12-13	baseline		Native-HLS storage preflight discards byte counts that are known from HLS byte ranges	XDM_ANDROID_BUG_HUNT_S12_MEDIA_EXECUTION_POSTPROCESSING_AUDIT.md
XAR12	S12	Media Execution / Post-processing	S12-14	baseline		The FF04 device acceptance test is packaged by Devtool but explicitly not executed by the configured target	XDM_ANDROID_BUG_HUNT_S12_MEDIA_EXECUTION_POSTPROCESSING_AUDIT.md
XAR12	S12	Media Execution / Post-processing	S12-15	baseline		Current green release validators do not exercise the high-risk execution semantics in this section	XDM_ANDROID_BUG_HUNT_S12_MEDIA_EXECUTION_POSTPROCESSING_AUDIT.md
XAR13	S13	Downloads UI / Actions	S13-01	baseline		Native HLS progress can appear frozen in Downloads	XDM_ANDROID_BUG_HUNT_S13_DOWNLOADS_UI_ACTIONS_AUDIT.md
XAR13	S13	Downloads UI / Actions	S13-02	baseline		Old verification/checksum evidence can label a newer attempt	XDM_ANDROID_BUG_HUNT_S13_DOWNLOADS_UI_ACTIONS_AUDIT.md
XAR13	S13	Downloads UI / Actions	S13-04	baseline		Multi-select planning and execution use different state contracts	XDM_ANDROID_BUG_HUNT_S13_DOWNLOADS_UI_ACTIONS_AUDIT.md
XAR13	S13	Downloads UI / Actions	S13-05	baseline		Replace source URL can announce success after rejected persistence	XDM_ANDROID_BUG_HUNT_S13_DOWNLOADS_UI_ACTIONS_AUDIT.md
XAR13	S13	Downloads UI / Actions	S13-07	baseline		Queue reorder rejection is invisible to the user	XDM_ANDROID_BUG_HUNT_S13_DOWNLOADS_UI_ACTIONS_AUDIT.md
XAR13	S13	Downloads UI / Actions	S13-08	baseline		Active indeterminate phases show no progress indicator	XDM_ANDROID_BUG_HUNT_S13_DOWNLOADS_UI_ACTIONS_AUDIT.md
XAR13	S13	Downloads UI / Actions	S13-09	baseline		Download cards no longer show the required backend label	XDM_ANDROID_BUG_HUNT_S13_DOWNLOADS_UI_ACTIONS_AUDIT.md
XAR13	S13	Downloads UI / Actions	S13-10	baseline		Batch action planner exposes actions the Organize UI never implements	XDM_ANDROID_BUG_HUNT_S13_DOWNLOADS_UI_ACTIONS_AUDIT.md
XAR13	S13	Downloads UI / Actions	S13-11	baseline		Live runtime can expose Completed before durable completed-artifact metadata exists	XDM_ANDROID_BUG_HUNT_S13_DOWNLOADS_UI_ACTIONS_AUDIT.md
XAR13	S13	Downloads UI / Actions	S13-12	baseline		Bulk transfer actions provide no per-item failure result	XDM_ANDROID_BUG_HUNT_S13_DOWNLOADS_UI_ACTIONS_AUDIT.md
XAR13	S13	Downloads UI / Actions	S13-13	baseline		Workspace restoration is inconsistent around multi-select/action state	XDM_ANDROID_BUG_HUNT_S13_DOWNLOADS_UI_ACTIONS_AUDIT.md
XAR13	S13	Downloads UI / Actions	S13-14	baseline		Clear finished history can partially succeed without explaining retained records	XDM_ANDROID_BUG_HUNT_S13_DOWNLOADS_UI_ACTIONS_AUDIT.md
XAR13	S13	Downloads UI / Actions	S13-15	baseline		Existing test/validator evidence misses the integration failures	XDM_ANDROID_BUG_HUNT_S13_DOWNLOADS_UI_ACTIONS_AUDIT.md
XAR14	S14	Settings / Diagnostics	S14-01	baseline		Proxy profile has no production network consumer	XDM_ANDROID_BUG_HUNT_S14_SETTINGS_DIAGNOSTICS_AUDIT.md
XAR14	S14	Settings / Diagnostics	S14-02	baseline		Default “safe local checks” can create real schedulable downloads	XDM_ANDROID_BUG_HUNT_S14_SETTINGS_DIAGNOSTICS_AUDIT.md
XAR14	S14	Settings / Diagnostics	S14-03	baseline		“Validate all safely” is an execution command, not a validation command	XDM_ANDROID_BUG_HUNT_S14_SETTINGS_DIAGNOSTICS_AUDIT.md
XAR14	S14	Settings / Diagnostics	S14-04	baseline		Diagnostic surfaces report three different Room schema versions	XDM_ANDROID_BUG_HUNT_S14_SETTINGS_DIAGNOSTICS_AUDIT.md
XAR14	S14	Settings / Diagnostics	S14-05	baseline		Debug Workbench capability health is hard-coded healthy	XDM_ANDROID_BUG_HUNT_S14_SETTINGS_DIAGNOSTICS_AUDIT.md
XAR14	S14	Settings / Diagnostics	S14-06	baseline		Several “runtime self-tests” are unconditional design assertions	XDM_ANDROID_BUG_HUNT_S14_SETTINGS_DIAGNOSTICS_AUDIT.md
XAR14	S14	Settings / Diagnostics	S14-07	baseline		“Portable” settings snapshots include device-bound destination grants	XDM_ANDROID_BUG_HUNT_S14_SETTINGS_DIAGNOSTICS_AUDIT.md
XAR14	S14	Settings / Diagnostics	S14-08	baseline		Invalid settings imports fail silently and erase the pasted input	XDM_ANDROID_BUG_HUNT_S14_SETTINGS_DIAGNOSTICS_AUDIT.md
XAR14	S14	Settings / Diagnostics	S14-09	baseline		Release-readiness evidence is not bound to the artifact it attests	XDM_ANDROID_BUG_HUNT_S14_SETTINGS_DIAGNOSTICS_AUDIT.md
XAR14	S14	Settings / Diagnostics	S14-10	baseline		Diagnostic export ZIP retention is unbounded	XDM_ANDROID_BUG_HUNT_S14_SETTINGS_DIAGNOSTICS_AUDIT.md
XAR14	S14	Settings / Diagnostics	S14-11	baseline		Rolling debug recorder ignores failed rotation	XDM_ANDROID_BUG_HUNT_S14_SETTINGS_DIAGNOSTICS_AUDIT.md
XAR14	S14	Settings / Diagnostics	S14-12	baseline		Diagnostic runner has no per-test execution deadline	XDM_ANDROID_BUG_HUNT_S14_SETTINGS_DIAGNOSTICS_AUDIT.md
XAR14	S14	Settings / Diagnostics	S14-13	baseline		Debug/Settings validator estate is not internally coherent	XDM_ANDROID_BUG_HUNT_S14_SETTINGS_DIAGNOSTICS_AUDIT.md
XAR14	S14	Settings / Diagnostics	S14-14	baseline		Private-storage diagnostic probe is not cleaned up	XDM_ANDROID_BUG_HUNT_S14_SETTINGS_DIAGNOSTICS_AUDIT.md
XAR15	S15	Privacy / Security / Performance	S15-01	baseline		Artwork loader bypasses the guarded network boundary	XDM_ANDROID_BUG_HUNT_S15_CROSS_CUTTING_AUDIT.md
XAR15	S15	Privacy / Security / Performance	S15-02	baseline		Exported `MainActivity` accepts forgeable internal direct-capture approval state	XDM_ANDROID_BUG_HUNT_S15_CROSS_CUTTING_AUDIT.md
XAR15	S15	Privacy / Security / Performance	S15-03	baseline		Secure request-envelope expiry sweep blocks `Application.onCreate()`	XDM_ANDROID_BUG_HUNT_S15_CROSS_CUTTING_AUDIT.md
XAR15	S15	Privacy / Security / Performance	S15-04	baseline		Browser capture session registry scales without a retention bound	XDM_ANDROID_BUG_HUNT_S15_CROSS_CUTTING_AUDIT.md
XAR15	S15	Privacy / Security / Performance	S15-05	baseline		Artwork loading has unbounded aggregate in-flight memory/decode work	XDM_ANDROID_BUG_HUNT_S15_CROSS_CUTTING_AUDIT.md
XAR15	S15	Privacy / Security / Performance	S15-06	baseline		Exported share review can block the UI on attacker-controlled `ClipData` URI coercion	XDM_ANDROID_BUG_HUNT_S15_CROSS_CUTTING_AUDIT.md
XAR15	S15	Privacy / Security / Performance	S15-07	baseline		`TransferExecutionRuntime` catches coroutine cancellation as runtime failure	XDM_ANDROID_BUG_HUNT_S15_CROSS_CUTTING_AUDIT.md
XAR15	S15	Privacy / Security / Performance	S15-08	baseline		Live progress path performs unthrottled O(n) UI projection	XDM_ANDROID_BUG_HUNT_S15_CROSS_CUTTING_AUDIT.md
XAR15	S15	Privacy / Security / Performance	S15-09	baseline		Portable settings snapshot is copied as ordinary clipboard data	XDM_ANDROID_BUG_HUNT_S15_CROSS_CUTTING_AUDIT.md
XAR15	S15	Privacy / Security / Performance	S15-10	baseline		Artwork cache write failures can leave stale temp files or publish invalid cache entries	XDM_ANDROID_BUG_HUNT_S15_CROSS_CUTTING_AUDIT.md
XAR15	S15	Privacy / Security / Performance	S15-11	baseline		Current accessibility/performance/thumbnail seals are not behavioral evidence for the risky paths	XDM_ANDROID_BUG_HUNT_S15_CROSS_CUTTING_AUDIT.md
XAR16	S16	End-to-end Release Seal	S16-01	baseline		Signed release publication is not gated by validation or device evidence	XDM_ANDROID_BUG_HUNT_S16_END_TO_END_RELEASE_SEAL_AUDIT.md
XAR16	S16	End-to-end Release Seal	S16-02	baseline		Upgrade matrix erases the fixture it says the previous build must carry	XDM_ANDROID_BUG_HUNT_S16_END_TO_END_RELEASE_SEAL_AUDIT.md
XAR16	S16	End-to-end Release Seal	S16-03	baseline		Upgrade/reboot “smoke” never starts the application or validates recovered state	XDM_ANDROID_BUG_HUNT_S16_END_TO_END_RELEASE_SEAL_AUDIT.md
XAR16	S16	End-to-end Release Seal	S16-04	baseline		Phase-11 release rows overclaim what the mapped runner executes	XDM_ANDROID_BUG_HUNT_S16_END_TO_END_RELEASE_SEAL_AUDIT.md
XAR16	S16	End-to-end Release Seal	S16-05	baseline		AAB signer pin and certificate-expiry verification are both defective	XDM_ANDROID_BUG_HUNT_S16_END_TO_END_RELEASE_SEAL_AUDIT.md
XAR16	S16	End-to-end Release Seal	S16-06	baseline		APK-set verifier requires every split to look like a monolithic APK	XDM_ANDROID_BUG_HUNT_S16_END_TO_END_RELEASE_SEAL_AUDIT.md
XAR16	S16	End-to-end Release Seal	S16-07	baseline		JNI packaging contract contradicts the 16 KB verifier and release documentation	XDM_ANDROID_BUG_HUNT_S16_END_TO_END_RELEASE_SEAL_AUDIT.md
XAR16	S16	End-to-end Release Seal	S16-08	baseline		The generated APK set is never installed or upgraded	XDM_ANDROID_BUG_HUNT_S16_END_TO_END_RELEASE_SEAL_AUDIT.md
XAR16	S16	End-to-end Release Seal	S16-09	baseline		Attested publication metadata can claim requirements before they run	XDM_ANDROID_BUG_HUNT_S16_END_TO_END_RELEASE_SEAL_AUDIT.md
XAR16	S16	End-to-end Release Seal	S16-10	baseline		Publication evidence is incomplete and some auxiliary evidence is not integrity-bound	XDM_ANDROID_BUG_HUNT_S16_END_TO_END_RELEASE_SEAL_AUDIT.md
XAR16	S16	End-to-end Release Seal	S16-11	baseline		No canonical gate executes the required end-to-end user journeys on the signed release	XDM_ANDROID_BUG_HUNT_S16_END_TO_END_RELEASE_SEAL_AUDIT.md
XAR01	S01	Build & Packaging	DS1-S01-01	deep-addition	High	Release signer pin is not bound to configured signing certificate	XDM_ANDROID_DEEP_SUBSET1_AUDIT_20260913.md
XAR01	S01	Build & Packaging	DS1-S01-02	deep-addition	High	FFmpeg/OpenSSL cache can self-attest stale or modified outputs as current pinned build	XDM_ANDROID_DEEP_SUBSET1_AUDIT_20260913.md
XAR01	S01	Build & Packaging	DS1-S01-03	deep-addition	High	Wrong NDK revision accepted and attested as requested NDK 29	XDM_ANDROID_DEEP_SUBSET1_AUDIT_20260913.md
XAR01	S01	Build & Packaging	DS1-S01-04	deep-addition	High	Termux native LLVM fallback is unpinned and absent from cache/provenance identity	XDM_ANDROID_DEEP_SUBSET1_AUDIT_20260913.md
XAR01	S01	Build & Packaging	DS1-S01-05	deep-addition	High	Release signer preflight is bypassable through direct release packaging tasks	XDM_ANDROID_DEEP_SUBSET1_AUDIT_20260913.md
XAR01	S01	Build & Packaging	DS1-S01-06	deep-addition	Medium	FFmpeg generated license assets omitted from installer Gradle outputs	XDM_ANDROID_DEEP_SUBSET1_AUDIT_20260913.md
XAR04	S02	Shell & Navigation	DS1-S02-01	deep-addition	High	Reentrant Add navigation resets active download admission	XDM_ANDROID_DEEP_SUBSET1_AUDIT_20260913.md
XAR04	S02	Shell & Navigation	DS1-S02-02	deep-addition	High	External Add review uses single mutable slot without command/generation ownership	XDM_ANDROID_DEEP_SUBSET1_AUDIT_20260913.md
XAR04	S02	Shell & Navigation	DS1-S02-03	deep-addition	High	Editable in-flight Add form can diverge from captured duplicate decision request	XDM_ANDROID_DEEP_SUBSET1_AUDIT_20260913.md
XAR04	S02	Shell & Navigation	DS1-S02-04	deep-addition	High	Activity actions dispatch by display text and can execute wrong/contextless operations	XDM_ANDROID_DEEP_SUBSET1_AUDIT_20260913.md
XAR04	S02	Shell & Navigation	DS1-S02-05	deep-addition	Medium	Two-pane automatic detail selection can auto-open compact modal	XDM_ANDROID_DEEP_SUBSET1_AUDIT_20260913.md
XAR04	S02	Shell & Navigation	DS1-S02-06	deep-addition	Medium	Problem-notification target ID is not durable across process death	XDM_ANDROID_DEEP_SUBSET1_AUDIT_20260913.md
XAR04	S02	Shell & Navigation	DS1-S02-07	deep-addition	Medium	Nullable navigation override resurrects stale durable selections during async clears	XDM_ANDROID_DEEP_SUBSET1_AUDIT_20260913.md
XAR05	S03	External Intake	DS2-S03-01	deep-addition	High	Browser-declared stable media IDs can alias different CaptureMedia commands and captures	XDM_ANDROID_DEEP_SUBSET2_AUDIT_20260913.md
XAR05	S03	External Intake	DS2-S03-02	deep-addition	Medium-High	Caller-supplied requestFingerprint is used as the candidate dedup key and can drop distinct media candidates	XDM_ANDROID_DEEP_SUBSET2_AUDIT_20260913.md
XAR05	S03	External Intake	DS2-S03-03	deep-addition	High	Browser-capture approvals are scoped to the primary payload URL, not the imported candidate and variant graph	XDM_ANDROID_DEEP_SUBSET2_AUDIT_20260913.md
XAR05	S03	External Intake	DS2-S03-04	deep-addition	High	External Add admission commits the Download before the exact request handoff sidecar is durable	XDM_ANDROID_DEEP_SUBSET2_AUDIT_20260913.md
XAR02	S04	Domain State & Concurrency	DS2-S04-01	deep-addition	Critical	Media capture import/refresh can overwrite a capture after it was linked to a download	XDM_ANDROID_DEEP_SUBSET2_AUDIT_20260913.md
XAR02	S04	Domain State & Concurrency	DS2-S04-02	deep-addition	High	Stale media refresh can destructively replace the current variant set without a generation owner	XDM_ANDROID_DEEP_SUBSET2_AUDIT_20260913.md
XAR02	S04	Domain State & Concurrency	DS2-S04-03	deep-addition	High	Browser media session sidecars accept equal-revision last-writer-wins replacement	XDM_ANDROID_DEEP_SUBSET2_AUDIT_20260913.md
XAR02	S04	Domain State & Concurrency	DS2-S04-04	deep-addition	High	Exact request handoff sidecars are unversioned per-subject replacements independent of Room state	XDM_ANDROID_DEEP_SUBSET2_AUDIT_20260913.md
XAR02	S04	Domain State & Concurrency	DS2-S04-05	deep-addition	High	Embedded FFmpeg MediaOutput states are blind upserts and can be resurrected or downgraded by late callbacks	XDM_ANDROID_DEEP_SUBSET2_AUDIT_20260913.md
XAR02	S04	Domain State & Concurrency	DS2-S04-06	deep-addition	Medium	Browser capture session registry replaces equal-revision summaries instead of merging candidates	XDM_ANDROID_DEEP_SUBSET2_AUDIT_20260913.md
XAR03	S05	Persistence / Migrations	DS3-S05-01	deep-addition	High	Checksum, verification, and trusted-block evidence is generation-labelled but stored as mutable per-download slots	XDM_ANDROID_DEEP_SUBSET3_AUDIT_20260913.md
XAR03	S05	Persistence / Migrations	DS3-S05-02	deep-addition	High	Scanner recovery-record IDs omit attempt generation and artifact identity for download-owned recovery evidence	XDM_ANDROID_DEEP_SUBSET3_AUDIT_20260913.md
XAR03	S05	Persistence / Migrations	DS3-S05-03	deep-addition	High	Startup publication-journal bridge ignores fsynced local evidence whenever any Room finalization row exists	XDM_ANDROID_DEEP_SUBSET3_AUDIT_20260913.md
XAR03	S05	Persistence / Migrations	DS3-S05-04	deep-addition	High	Redownload post-processing clone is non-transactional, idempotency-claimless, and not bound to the target download generation	XDM_ANDROID_DEEP_SUBSET3_AUDIT_20260913.md
XAR03	S05	Persistence / Migrations	DS3-S05-05	deep-addition	Medium-High	Automatic post-processing recovery derives generation from backend task ownership instead of completed download metadata	XDM_ANDROID_DEEP_SUBSET3_AUDIT_20260913.md
XAR03	S05	Persistence / Migrations	DS3-S05-06	deep-addition	Medium-High	Native-HLS completion deletes every recovery record for the download, regardless of attempt or classification	XDM_ANDROID_DEEP_SUBSET3_AUDIT_20260913.md
XAR06	S06	Storage / Publication	DS3-S06-01	deep-addition	Medium-High	Zero-byte committed publications are rejected by Android provider recovery proof	XDM_ANDROID_DEEP_SUBSET3_AUDIT_20260913.md
XAR06	S06	Storage / Publication	DS3-S06-02	deep-addition	High	Publication artifact generation is derived from staging file mtime rather than an attempt-owned monotonic token	XDM_ANDROID_DEEP_SUBSET3_AUDIT_20260913.md
XAR06	S06	Storage / Publication	DS3-S06-03	deep-addition	High	MediaStore Resume policy becomes destructive replacement when a staging file exists	XDM_ANDROID_DEEP_SUBSET3_AUDIT_20260913.md
XAR06	S06	Storage / Publication	DS3-S06-04	deep-addition	High	Content-destination staging and journals are keyed by downloadId + filename but not attemptGeneration	XDM_ANDROID_DEEP_SUBSET3_AUDIT_20260913.md
XAR06	S06	Storage / Publication	DS3-S06-05	deep-addition	Low-Medium	Filesystem destination health probes create directories as a side effect	XDM_ANDROID_DEEP_SUBSET3_AUDIT_20260913.md
XAR06	S06	Storage / Publication	DS3-S06-06	deep-addition	Medium-High	Provider publication treats missing post-copy size metadata as success and deletes staging evidence	XDM_ANDROID_DEEP_SUBSET3_AUDIT_20260913.md
XAR07	S07	Native HTTP Transfer	DS4-S07-01	deep-addition	High	Non-ranged complete-body writes are uncapped until EOF, so a lying server can exhaust storage before the trusted-length guard fires.	XDM_ANDROID_DEEP_SUBSET4_AUDIT_20260913.md
XAR07	S07	Native HTTP Transfer	DS4-S07-02	deep-addition	High	Cold full-body GET responses are not revalidated against the probe validator or expected representation before bytes are accepted.	XDM_ANDROID_DEEP_SUBSET4_AUDIT_20260913.md
XAR07	S07	Native HTTP Transfer	DS4-S07-03	deep-addition	Medium-High	Request expectedLength is used for capacity and UI truth but dropped from the durable checkpoint when remote metadata length is unknown.	XDM_ANDROID_DEEP_SUBSET4_AUDIT_20260913.md
XAR07	S07	Native HTTP Transfer	DS4-S07-04	deep-addition	High	pause() and cancel() can overwrite a completed native HTTP transfer after final promotion has already committed.	XDM_ANDROID_DEEP_SUBSET4_AUDIT_20260913.md
XAR07	S07	Native HTTP Transfer	DS4-S07-05	deep-addition	Medium	Selective repair has no per-target single-flight guard and uses millisecond temp/backup names, so concurrent repairs can collide.	XDM_ANDROID_DEEP_SUBSET4_AUDIT_20260913.md
XAR08	S08	Embedded aria2 Backend	DS4-S08-01	deep-addition	High	aria2 cancel can publish a just-completed output instead of honoring the user cancellation boundary.	XDM_ANDROID_DEEP_SUBSET4_AUDIT_20260913.md
XAR08	S08	Embedded aria2 Backend	DS4-S08-02	deep-addition	High	reconcile() classifies aria2 Complete as safeToResume ActiveTaskVerified without running final output/publication verification.	XDM_ANDROID_DEEP_SUBSET4_AUDIT_20260913.md
XAR08	S08	Embedded aria2 Backend	DS4-S08-03	deep-addition	Medium-High	"Recovered Complete is persisted as ""Complete"" while XDM terminal mapping truth expects ""Completed""."	XDM_ANDROID_DEEP_SUBSET4_AUDIT_20260913.md
XAR08	S08	Embedded aria2 Backend	DS4-S08-04	deep-addition	High	A RetiredForMigration aria2 mapping can be resurrected by reconciliation status refresh.	XDM_ANDROID_DEEP_SUBSET4_AUDIT_20260913.md
XAR08	S08	Embedded aria2 Backend	DS4-S08-05	deep-addition	Medium-High	FinalizationFailed is treated as terminal, blocking ordinary resume/cancel recovery paths after destination publication fails.	XDM_ANDROID_DEEP_SUBSET4_AUDIT_20260913.md
XAR08	S08	Embedded aria2 Backend	DS4-S08-06	deep-addition	Medium	aria2 lifecycle probe saves the session before removing its probe result, allowing diagnostic GIDs to persist into xdm.session.	XDM_ANDROID_DEEP_SUBSET4_AUDIT_20260913.md
XAR09	S09	Scheduler / Background Execution	DS5-S09-01	deep-addition	High	Process-local pause/cancel intent is never cleared, so a later start/resume/retry can be immediately self-cancelled or self-paused.	XDM_ANDROID_DEEP_SUBSET5_AUDIT_20260913.md
XAR09	S09	Scheduler / Background Execution	DS5-S09-02	deep-addition	High	A queue-condition-monitor startup failure keeps the durable startup-recovery hold installed even after transfer recovery is safe.	XDM_ANDROID_DEEP_SUBSET5_AUDIT_20260913.md
XAR09	S09	Scheduler / Background Execution	DS5-S09-03	deep-addition	Medium-High	Retry-ledger secure-context requirement is sticky and its failure identity omits URL, backend, source, and request identity.	XDM_ANDROID_DEEP_SUBSET5_AUDIT_20260913.md
XAR09	S09	Scheduler / Background Execution	DS5-S09-04	deep-addition	Medium	Boot/package restore posts a restored-download notification before knowing whether recovery is admission-safe, then retries unsafe recovery.	XDM_ANDROID_DEEP_SUBSET5_AUDIT_20260913.md
XAR09	S09	Scheduler / Background Execution	DS5-S09-05	deep-addition	Medium-High	UIDT initial notification setup happens before claim authorization and has no guarded cleanup path.	XDM_ANDROID_DEEP_SUBSET5_AUDIT_20260913.md
XAR10	S10	Browser / WebView / Handoff	DS5-S10-01	deep-addition	High	Firefox privileged request evidence is not cleared on same-tab navigation, so a new document can inherit an older document’s request proof.	XDM_ANDROID_DEEP_SUBSET5_AUDIT_20260913.md
XAR10	S10	Browser / WebView / Handoff	DS5-S10-02	deep-addition	Medium-High	Firefox privileged evidence is a single exact-URL slot, so parallel or repeated same-URL requests can overwrite requestId/generation before page correlation.	XDM_ANDROID_DEEP_SUBSET5_AUDIT_20260913.md
XAR10	S10	Browser / WebView / Handoff	DS5-S10-03	deep-addition	Medium-High	Auto-offer suppression is committed before handoff construction and in-page offer success are known.	XDM_ANDROID_DEEP_SUBSET5_AUDIT_20260913.md
XAR10	S10	Browser / WebView / Handoff	DS5-S10-04	deep-addition	Medium-High	Oversized capture sessions silently fall back to a single direct capture, dropping multi-candidate/variant/track evidence.	XDM_ANDROID_DEEP_SUBSET5_AUDIT_20260913.md
XAR10	S10	Browser / WebView / Handoff	DS5-S10-05	deep-addition	Medium	Response classification can replay proposed pre-send headers when final sent-header evidence is unavailable or still pending.	XDM_ANDROID_DEEP_SUBSET5_AUDIT_20260913.md
XAR11	S11	Media Detection / Resolution	DS6-S11-01	deep-addition	High	Page response Content-Length is rebound onto discovered media URLs that were only extracted from HTML/JSON.	XDM_ANDROID_DEEP_SUBSET6_AUDIT_20260913.md
XAR11	S11	Media Detection / Resolution	DS6-S11-02	deep-addition	Medium-High	Cookie/session requirement is computed from every variant, so an unselected credential-bearing URL can force the selected safe path into session/fallback handling.	XDM_ANDROID_DEEP_SUBSET6_AUDIT_20260913.md
XAR11	S11	Media Detection / Resolution	DS6-S11-03	deep-addition	High	DASH audio AdaptationSets are not auto-selected, so BestVideo either falls out of embedded FFmpeg or verifies a video-only output while audio exists.	XDM_ANDROID_DEEP_SUBSET6_AUDIT_20260913.md
XAR11	S11	Media Detection / Resolution	DS6-S11-04	deep-addition	Medium-High	Queued media specs mark expiring URLs only from the primary/master URL and capture expiry, ignoring selected child URLs.	XDM_ANDROID_DEEP_SUBSET6_AUDIT_20260913.md
XAR12	S12	Media Execution / Post-processing	DS6-S12-01	deep-addition	High	Native HLS writes EXT-X-MAP initialization bytes before every segment, producing duplicated init sections in the final concat.	XDM_ANDROID_DEEP_SUBSET6_AUDIT_20260913.md
XAR12	S12	Media Execution / Post-processing	DS6-S12-02	deep-addition	Medium-High	AES-128 KEY tags without URI are admitted as native-executable and fail only after the job is already running.	XDM_ANDROID_DEEP_SUBSET6_AUDIT_20260913.md
XAR12	S12	Media Execution / Post-processing	DS6-S12-03	deep-addition	Medium-High	EXT-X-GAP is ignored even though the part model has a Skipped state, so valid playlists with missing segments fail instead of skipping gaps.	XDM_ANDROID_DEEP_SUBSET6_AUDIT_20260913.md
XAR12	S12	Media Execution / Post-processing	DS6-S12-04	deep-addition	Medium-High	EXT-X-DISCONTINUITY-SEQUENCE is ignored, so durable part identity can collide across playlist reloads with shifted discontinuity bases.	XDM_ANDROID_DEEP_SUBSET6_AUDIT_20260913.md
